name,creditScore,income,loanAmount,monthDuration,p1,p2,approval,rate,yearlyReimbursement
John Doe,764,141242,1803802,11,867,7158,0,0,0
John Doe,526,136934,53045,20,689,1585,1,0.08,5419.086994
John Doe,809,110681,1059571,20,503,3951,0,0,0
John Doe,608,258082,1780628,15,789,2,0,0,0
John Doe,607,102222,576335,9,350,3005,0,0.063,84646.24411
John Doe,564,121076,214811,10,387,1074,1,0.063,29183.18983
John Doe,754,136749,1991031,28,153,8666,0,0,0
John Doe,542,248232,297471,23,64,8634,1,0.08,28323.49613
John Doe,618,53513,231385,16,209,1052,0,0.067,23677.87429
John Doe,432,299731,758158,17,653,2649,0,0.067,76475.90966
John Doe,405,69742,1273357,9,967,3399,0,0,0
John Doe,562,35869,1371189,9,154,1954,0,0,0
John Doe,778,75817,263178,1,944,3651,0,0.055,534831.8034
John Doe,694,232996,879133,21,447,8338,0,0.08,87945.39213
John Doe,310,103561,1649203,28,337,9789,0,0,0
John Doe,549,187181,544222,22,138,5102,1,0.08,52947.20736
John Doe,730,37453,1651196,20,592,6593,0,0,0
John Doe,426,197622,671027,27,866,8156,0,0.085,63798.26315
John Doe,748,279482,1767373,13,564,1856,0,0,0
John Doe,364,156130,1423078,21,860,7017,0,0,0
John Doe,504,55857,701739,29,601,3124,0,0.085,65462.95864
John Doe,623,77154,124035,15,560,6315,1,0.067,13172.59709
John Doe,660,228693,673702,23,377,627,1,0.08,64476.34349
John Doe,518,52719,1500187,22,213,1553,0,0,0
John Doe,533,216824,1605479,24,961,1770,0,0,0
John Doe,383,221423,1214127,21,959,2215,0,0,0
John Doe,390,88498,195647,13,314,2841,1,0.067,22956.69222
John Doe,331,233864,1006598,24,984,1904,0,0,0
John Doe,696,274102,1873549,22,596,3931,0,0,0
John Doe,545,107274,970718,16,604,7043,0,0.067,102101.3391
John Doe,550,1430,552055,12,62,2678,0,0.063,67265.25408
John Doe,826,88922,1314974,19,232,2044,0,0,0
John Doe,580,229185,1886967,20,594,1509,0,0,0
John Doe,370,135373,531863,6,640,3002,0,0.059,110649.2056
John Doe,329,279118,310612,5,743,472,0,0.059,76305.18613
John Doe,321,27730,1500245,4,35,6537,0,0,0
John Doe,344,234012,803971,27,377,6883,0,0.085,76698.33005
John Doe,807,241658,752355,10,955,5316,0,0.063,106823.3358
John Doe,818,200910,543991,20,278,9786,1,0.08,54979.01353
John Doe,351,105520,1190685,18,393,8697,0,0,0
John Doe,714,67781,17084,18,652,8983,1,0.08,1828.958886
John Doe,683,286215,924228,5,645,8201,0,0.059,250737.5386
John Doe,749,21069,701719,10,866,4692,0,0.063,97110.21814
John Doe,704,36119,805041,6,502,1665,0,0.059,171758.3653
John Doe,527,13230,236519,9,24,4441,0,0.063,36009.16445
John Doe,342,7307,1600804,30,182,34,0,0,0
John Doe,641,177807,318310,30,911,7361,1,0.085,29516.99079
John Doe,551,152602,671750,16,63,9774,0,0.067,70212.42371
John Doe,365,297437,1098789,4,243,7025,0,0,0
John Doe,323,93780,1384605,14,862,9499,0,0,0
John Doe,528,232451,219233,19,495,7157,1,0.08,22652.09151
John Doe,510,72860,364174,5,857,4983,0,0.059,98798.23203
John Doe,321,67612,959145,2,603,7531,0,0.055,528408.1718
John Doe,623,235252,846028,11,272,3052,0,0.063,113569.0653
John Doe,567,117750,1364775,20,250,9401,0,0,0
John Doe,432,116559,861157,26,581,1955,0,0.085,82369.50693
John Doe,484,143312,1223743,10,187,1802,0,0,0
John Doe,845,56240,483873,10,282,5188,0,0.063,66962.71953
John Doe,582,240619,887901,7,407,9310,0,0.059,163082.6704
John Doe,452,199510,855117,17,114,8396,0,0.067,86256.2295
John Doe,427,23149,212202,4,221,363,0,0.055,74979.90296
John Doe,480,127801,1820436,18,812,762,0,0,0
John Doe,563,166556,1235718,27,775,9205,0,0,0
John Doe,372,101714,680263,24,440,7348,0,0.08,64292.89852
John Doe,760,126316,113479,30,737,6604,1,0.085,10477.01097
John Doe,732,78279,1343013,3,325,3201,0,0,0
John Doe,716,210533,1615164,29,806,4208,0,0,0
John Doe,510,66182,921425,15,811,8285,0,0.067,99840.3524
John Doe,788,17092,1107750,10,730,7013,0,0,0
John Doe,768,93415,60311,27,84,672,1,0.085,5748.684787
John Doe,686,72341,1172049,9,956,3009,0,0,0
John Doe,404,237083,1789372,24,262,7356,0,0,0
John Doe,705,94032,1174268,24,180,331,0,0,0
John Doe,720,205344,936407,2,622,3738,0,0.055,688591.6008
John Doe,691,283162,498627,30,967,2237,1,0.085,46328.01377
John Doe,595,287868,1811388,17,805,7872,0,0,0
John Doe,606,124625,489904,16,474,1954,0,0.067,50581.67509
John Doe,652,119899,396518,18,446,5181,1,0.08,41807.35823
John Doe,585,74612,168342,22,790,671,1,0.08,16377.94647
John Doe,754,122746,286261,1,419,2362,0,0.055,581741.2051
John Doe,724,70973,1645377,26,748,7241,0,0,0
John Doe,525,22203,468010,17,446,7124,0,0.067,46313.52585
John Doe,399,41516,37448,1,201,588,0,0.055,41984.3655
John Doe,308,258204,1290734,18,238,7394,0,0,0
John Doe,478,82411,1165916,13,528,8386,0,0,0
John Doe,368,31623,926690,10,500,6447,0,0.063,131576.3397
John Doe,751,245391,1031705,24,987,1011,0,0,0
John Doe,409,5251,1799855,19,535,876,0,0,0
John Doe,490,26985,20388,18,632,1426,1,0.08,2158.816136
John Doe,537,249009,62589,7,636,4357,1,0.059,11151.66954
John Doe,776,196894,52351,10,84,7416,1,0.063,7583.607316
John Doe,536,77635,696565,30,90,7479,0,0.085,64676.32443
John Doe,502,95319,937663,2,902,170,0,0.055,893558.2822
John Doe,744,251476,361064,4,721,1497,0,0.055,116158.6076
John Doe,370,62467,489109,21,598,7089,0,0.08,48153.44372
John Doe,676,146522,1096226,22,545,9445,0,0,0
John Doe,346,137649,421283,10,685,6940,0,0.063,59044.7853
John Doe,761,243067,1514207,6,241,7770,0,0,0
John Doe,617,62909,1618943,18,401,3776,0,0,0
John Doe,433,247930,1499722,1,286,9304,0,0,0
John Doe,399,287695,1363245,14,565,5985,0,0,0
John Doe,345,263251,1734165,13,518,8138,0,0,0
John Doe,461,69853,1897864,3,361,3125,0,0,0
John Doe,460,25722,1814112,28,298,3185,0,0,0
John Doe,610,185490,104975,17,462,2114,1,0.067,10472.29669
John Doe,391,189511,1334150,15,491,2998,0,0,0
John Doe,558,59886,1819025,10,824,5843,0,0,0
John Doe,491,60002,242752,25,311,1795,0,0.08,22729.49023
John Doe,722,35474,1678366,7,523,4315,0,0,0
John Doe,560,145166,1974520,19,586,7931,0,0,0
John Doe,816,55512,1613935,24,503,2761,0,0,0
John Doe,359,288519,447138,24,634,1145,1,0.08,42520.38349
John Doe,347,125829,781964,7,439,6735,0,0.059,148269.0074
John Doe,457,39098,840481,15,813,6321,0,0.067,92026.467
John Doe,309,267199,1614580,27,830,3261,0,0,0
John Doe,573,176987,1220679,10,477,7414,0,0,0
John Doe,468,290477,1807201,6,584,8448,0,0,0
John Doe,545,120225,1324596,5,881,4169,0,0,0
John Doe,829,251450,572780,8,930,2968,0,0.059,99129.34776
John Doe,410,233215,1189928,2,955,4966,0,0,0
John Doe,678,16105,926826,9,303,5756,0,0.063,136122.8102
John Doe,582,226311,531405,6,751,1217,0,0.059,116378.4137
John Doe,675,216131,1649136,22,888,8403,0,0,0
John Doe,604,289531,771758,26,408,6653,1,0.085,73950.23346
John Doe,346,83219,892421,25,655,6723,0,0.08,83654.69486
John Doe,320,44125,1103141,24,194,8890,0,0,0
John Doe,671,136238,1137403,17,561,2300,0,0,0
John Doe,601,198181,765300,3,296,4681,0,0.055,309203.5217
John Doe,719,282500,760207,13,340,917,1,0.067,89200.64259
John Doe,801,275990,484630,18,678,2987,1,0.08,51426.76487
John Doe,581,90832,1281182,12,952,2553,0,0,0
John Doe,759,195245,1545403,2,527,5962,0,0,0
John Doe,701,65552,274069,17,811,9728,0,0.067,27341.09913
John Doe,784,226401,802120,13,763,1266,0,0.067,95324.91124
John Doe,552,295053,1768302,8,64,3488,0,0,0
John Doe,789,290063,849722,22,720,1883,1,0.08,83402.34331
John Doe,823,72687,82007,16,821,1879,1,0.067,8416.644691
John Doe,300,181679,1024930,4,842,7128,0,0,0
John Doe,352,279956,654318,4,405,72,0,0.055,231198.1044
John Doe,306,129268,1614471,1,337,7497,0,0,0
John Doe,848,229474,346990,11,61,8654,1,0.063,44274.62001
John Doe,550,255529,10437,7,152,7062,1,0.059,1916.98605
John Doe,838,267304,570008,30,674,8521,1,0.085,52789.73117
John Doe,648,167205,214227,28,461,7822,1,0.085,20158.25366
John Doe,421,218532,1635457,16,785,231,0,0,0
John Doe,455,213899,402070,13,403,7719,1,0.067,47376.54524
John Doe,653,196553,108852,22,971,7399,1,0.08,10652.18865
John Doe,483,147913,1799103,10,564,2943,0,0,0
John Doe,659,13437,1226467,19,173,7317,0,0,0
John Doe,612,73675,1156621,14,647,5896,0,0,0
John Doe,485,86929,1268897,30,200,5256,0,0,0
John Doe,382,167743,1197967,30,326,7451,0,0,0
John Doe,439,7580,1181762,21,685,9917,0,0,0
John Doe,460,291554,721304,26,984,9350,0,0.085,69115.70621
John Doe,352,58793,1739505,7,693,1773,0,0,0
John Doe,401,242328,1069291,28,433,373,0,0,0
John Doe,431,82467,1651792,6,820,434,0,0,0
John Doe,541,121802,1562676,4,920,2051,0,0,0
John Doe,701,95450,1676961,30,724,5972,0,0,0
John Doe,369,246821,1631597,10,796,1462,0,0,0
John Doe,616,137154,1965000,9,192,7207,0,0,0
John Doe,341,124665,1868617,24,753,455,0,0,0
John Doe,597,99104,403921,22,653,3815,0,0.08,39075.86232
John Doe,392,234130,393370,9,924,6321,0,0.063,61263.23263
John Doe,697,43444,1057427,5,271,8493,0,0,0
John Doe,793,150834,1801268,29,395,3654,0,0,0
John Doe,547,282836,1196237,2,76,8676,0,0,0
John Doe,738,162394,1827674,7,792,8989,0,0,0
John Doe,333,299892,1746980,10,929,1930,0,0,0
John Doe,481,211641,1672910,24,671,5663,0,0,0
John Doe,489,144302,1986673,6,497,3010,0,0,0
John Doe,459,79980,1899627,8,562,4540,0,0,0
John Doe,483,231858,241461,22,580,9377,1,0.08,23458.09885
John Doe,591,269584,1848453,29,251,6239,0,0,0
John Doe,492,186286,418560,29,849,3193,1,0.085,38992.81965
John Doe,418,224049,755263,12,828,9778,0,0.063,92939.07008
John Doe,703,24548,1091715,24,285,8661,0,0,0
John Doe,610,249283,1047312,9,443,184,0,0,0
John Doe,710,184282,1223451,4,60,4832,0,0,0
John Doe,800,87027,718199,11,242,6781,0,0.063,96409.56224
John Doe,358,181364,561039,27,447,9836,1,0.085,53080.19326
John Doe,749,75140,1024115,29,389,8925,0,0,0
John Doe,333,151986,375352,25,580,4405,1,0.08,34837.83927
John Doe,808,194323,15932,6,59,2998,1,0.059,3536.280351
John Doe,840,70895,79233,22,855,4285,1,0.08,7708.556583
John Doe,320,288737,1351800,13,440,220,0,0,0
John Doe,782,221865,1890117,17,804,6322,0,0,0
John Doe,581,16202,1370460,19,980,7715,0,0,0
John Doe,789,262482,84467,10,166,2531,1,0.063,11475.28057
John Doe,625,186429,212321,9,83,6445,1,0.063,31854.98788
John Doe,632,39928,1492118,25,752,2598,0,0,0
John Doe,646,6948,738329,14,672,2562,0,0.067,84546.58499
John Doe,649,252547,1128388,18,69,4776,0,0,0
John Doe,503,145588,1719323,2,760,4398,0,0,0
John Doe,526,171358,661313,19,554,9327,0,0.08,68870.51855
John Doe,587,25285,1073084,10,794,2581,0,0,0
John Doe,785,151753,1629655,15,173,368,0,0,0
John Doe,484,76642,1353761,15,660,5443,0,0,0
John Doe,409,226867,802341,20,318,1373,0,0.08,80948.25989
John Doe,723,41490,1008519,16,123,2084,0,0,0
John Doe,585,136533,108368,12,111,6231,1,0.063,13470.43257
John Doe,302,147296,587619,26,562,3807,0,0.085,56255.57404
John Doe,471,48429,443315,16,637,4668,0,0.067,45771.44766
John Doe,663,178729,823963,28,489,4606,0,0.085,77246.27311
John Doe,817,167687,118609,14,511,5998,1,0.067,13476.17853
John Doe,400,275241,1702482,8,167,4227,0,0,0
John Doe,508,237497,475463,9,862,5373,0,0.063,74625.07651
John Doe,353,268839,1953288,7,624,4262,0,0,0
John Doe,521,143450,418589,4,79,8803,0,0.055,116818.8565
John Doe,842,76193,178899,17,970,6567,1,0.067,18200.64209
John Doe,514,168851,1485817,4,254,694,0,0,0
John Doe,619,126168,1637174,6,925,7933,0,0,0
John Doe,415,184834,1177653,26,610,5019,0,0,0
John Doe,651,285235,839076,24,85,7216,1,0.08,78835.30743
John Doe,709,8918,1213645,26,280,6667,0,0,0
John Doe,648,56980,1093571,9,297,4004,0,0,0
John Doe,574,47031,1216663,19,606,933,0,0,0
John Doe,689,141225,1169601,9,656,8592,0,0,0
John Doe,663,248714,1077336,27,263,3109,0,0,0
John Doe,742,26582,1794186,10,60,1411,0,0,0
John Doe,762,212294,1413056,2,320,6095,0,0,0
John Doe,483,136443,932543,14,580,3269,0,0.067,105546.3934
John Doe,823,168481,571985,20,12,1638,1,0.08,58434.09321
John Doe,646,201526,85225,29,956,498,1,0.085,7955.858263
John Doe,801,46938,1474113,19,762,732,0,0,0
John Doe,615,86653,1292394,28,259,7288,0,0,0
John Doe,667,273668,1128914,11,917,6209,0,0,0
John Doe,395,270053,1478484,24,17,8370,0,0,0
John Doe,751,198009,1291771,22,952,1142,0,0,0
John Doe,514,70437,1242984,22,365,3667,0,0,0
John Doe,717,180074,756887,5,330,1472,0,0.059,180367.3134
John Doe,518,120455,464310,17,7,6152,0,0.067,46446.32254
John Doe,671,63627,39551,5,230,6083,1,0.059,10923.19425
John Doe,717,120916,112617,17,138,1302,1,0.067,11204.24426
John Doe,454,79781,1450823,6,296,9449,0,0,0
John Doe,488,24086,1660807,21,494,1779,0,0,0
John Doe,416,295157,56961,25,657,7236,1,0.08,5321.433075
John Doe,409,127875,357335,10,842,6215,0,0.063,50082.17363
John Doe,440,188951,957264,20,822,1254,0,0.08,97975.19602
John Doe,375,27489,1514077,9,466,1041,0,0,0
John Doe,468,179103,388977,2,996,9429,0,0.055,214293.5901
John Doe,580,223858,721349,16,697,7103,1,0.067,73816.41395
John Doe,668,63597,1026947,12,292,8978,0,0,0
John Doe,318,106428,602179,8,118,3111,0,0.059,99554.71435
John Doe,463,201974,607997,4,704,5602,0,0.055,187329.6331
John Doe,655,283917,150316,6,572,5522,1,0.059,32919.4073
John Doe,606,170156,1763271,28,735,6777,0,0,0
John Doe,368,273599,870845,14,749,8259,0,0.067,96033.11604
John Doe,304,122396,1242902,20,161,4824,0,0,0
John Doe,656,165514,1587289,3,841,9369,0,0,0
John Doe,524,113955,91530,16,185,1003,1,0.067,9507.902922
John Doe,331,161360,1841935,21,513,802,0,0,0
John Doe,540,161340,774634,6,160,7283,0,0.059,176750.8038
John Doe,373,52440,1962792,2,539,2230,0,0,0
John Doe,643,260640,1727244,27,192,5746,0,0,0
John Doe,786,21064,985960,8,366,1478,0,0.059,165950.9656
John Doe,808,273587,729986,13,431,5041,1,0.067,88290.94799
John Doe,427,244675,309639,4,230,3959,0,0.055,99614.56998
John Doe,811,233165,312982,20,119,182,1,0.08,31414.88228
John Doe,500,291388,37910,10,286,6641,1,0.063,5150.27036
John Doe,659,281448,1915024,2,430,9534,0,0,0
John Doe,809,154745,1989722,2,586,372,0,0,0
John Doe,848,230136,621544,19,583,5899,1,0.08,64345.65325
John Doe,426,189542,1061021,5,317,234,0,0,0
John Doe,365,135203,276865,13,140,5198,1,0.067,32623.44168
John Doe,596,130416,1514172,18,857,6181,0,0,0
John Doe,750,90109,889428,21,69,2088,0,0.08,87565.39165
John Doe,625,271312,1525992,10,329,2247,0,0,0
John Doe,413,13896,267280,10,75,1993,0,0.063,36758.89365
John Doe,650,223467,1369897,2,145,3644,0,0,0
John Doe,593,20880,447981,13,958,3484,0,0.067,53941.61423
John Doe,445,88618,573557,3,513,8785,0,0.055,253998.7356
John Doe,384,194831,903863,10,162,3818,0,0.063,127500.4033
John Doe,757,164809,1634681,27,521,2965,0,0,0
John Doe,638,222848,860686,1,478,1395,0,0.055,1317798.528
John Doe,782,46609,966224,11,857,5298,0,0.063,129703.9301
John Doe,697,512,984265,15,317,4186,0,0.067,105569.9686
John Doe,811,87381,969641,7,772,8,0,0.059,171073.2104
John Doe,596,61248,1753521,12,120,2290,0,0,0
John Doe,709,26266,1010347,2,434,5114,0,0,0
John Doe,535,277748,1106279,3,7,5820,0,0,0
John Doe,604,260005,1821988,3,438,2609,0,0,0
John Doe,365,183311,441367,28,927,585,1,0.085,41531.59006
John Doe,804,193094,1942640,4,231,3316,0,0,0
John Doe,638,175264,1281293,6,855,6916,0,0,0
John Doe,689,257821,1352680,20,573,82,0,0,0
John Doe,748,133396,1306946,24,410,2730,0,0,0
John Doe,527,57691,925570,2,62,4546,0,0.055,820887.1547
John Doe,690,163429,931,26,339,282,1,0.085,89.28939365
John Doe,809,297908,722704,18,84,1090,1,0.08,76199.17639
John Doe,532,91650,679776,2,219,648,0,0.055,647801.4754
John Doe,594,189805,1884024,5,122,7606,0,0,0
John Doe,764,82556,1626436,10,813,4643,0,0,0
John Doe,518,12400,928341,28,458,7521,0,0.085,87691.84528
John Doe,585,149969,1691172,18,346,1010,0,0,0
John Doe,387,113997,1940971,10,414,8738,0,0,0
John Doe,548,214731,1917642,3,374,5115,0,0,0
John Doe,352,15623,1369931,2,153,7485,0,0,0
John Doe,360,142827,1247308,23,589,6788,0,0,0
John Doe,428,232065,172782,27,105,7886,1,0.085,16483.29462
John Doe,469,248266,403120,1,117,4653,0,0.055,4859611.6
John Doe,346,246745,1770295,17,864,8026,0,0,0
John Doe,784,269968,1865896,11,38,5364,0,0,0
John Doe,388,225137,1805231,30,839,8825,0,0,0
John Doe,769,143599,1115370,23,968,7948,0,0,0
John Doe,461,34901,928085,8,274,4972,0,0.059,152093.8273
John Doe,488,183031,663028,15,881,9425,0,0.067,72341.92887
John Doe,575,86678,809104,21,766,7747,0,0.08,80805.90697
John Doe,490,214832,1974696,17,470,2774,0,0,0
John Doe,635,39949,1098016,5,547,8363,0,0,0
John Doe,391,258850,255274,14,165,5478,1,0.067,29347.80401
John Doe,489,226590,1129727,14,882,8415,0,0,0
John Doe,734,112122,1802645,17,699,8636,0,0,0
John Doe,674,68770,534035,17,981,8972,0,0.067,52847.25492
John Doe,745,48481,1758111,28,336,4910,0,0,0
John Doe,763,266217,1497622,24,283,4609,0,0,0
John Doe,403,26722,580683,8,788,4946,0,0.059,99555.39418
John Doe,787,254433,913145,21,649,4967,1,0.08,90751.68698
John Doe,528,172939,415305,27,764,6041,1,0.085,39292.22329
John Doe,742,214241,917878,5,156,4994,0,0.059,225486.6252
John Doe,306,42753,1142030,17,637,6188,0,0,0
John Doe,735,13565,976742,29,938,449,0,0.085,91307.60201
John Doe,719,234205,1684849,4,866,7967,0,0,0
John Doe,739,74339,1523734,17,971,8595,0,0,0
John Doe,482,27623,994353,17,729,8149,0,0.067,100872.0828
John Doe,320,265939,782950,18,184,5066,0,0.08,82903.91866
John Doe,775,23216,1835620,25,93,4688,0,0,0
John Doe,330,86883,505244,28,159,1655,0,0.085,47366.46671
John Doe,457,286542,1418265,28,494,7858,0,0,0
John Doe,742,109547,457592,20,419,937,0,0.08,46747.68321
John Doe,605,135380,274889,29,976,9668,1,0.085,25591.22975
John Doe,553,49104,1286788,12,584,8379,0,0,0
John Doe,384,205666,1371366,28,848,5839,0,0,0
John Doe,377,94338,1263074,16,786,6144,0,0,0
John Doe,340,48593,930356,20,595,3137,0,0.08,94192.74784
John Doe,419,190826,27596,17,121,1452,1,0.067,2768.130658
John Doe,491,273187,49805,17,41,7258,1,0.067,5038.084274
John Doe,314,28333,1173595,9,613,7190,0,0,0
John Doe,556,178788,1051411,19,164,5499,0,0,0
John Doe,396,206227,857319,7,631,3619,0,0.059,151256.3038
John Doe,446,98018,219128,17,956,7193,1,0.067,22041.72084
John Doe,649,180971,1951740,17,209,2444,0,0,0
John Doe,384,3715,1772799,4,53,975,0,0,0
John Doe,590,56046,34111,12,601,4215,1,0.063,4156.261753
John Doe,774,241753,623423,18,815,8989,1,0.08,66445.02814
John Doe,468,120323,1965654,21,111,9559,0,0,0
John Doe,700,136996,1699921,4,463,4123,0,0,0
John Doe,581,259242,1425516,22,933,751,0,0,0
John Doe,522,41179,1916562,10,390,1569,0,0,0
John Doe,695,133217,667627,25,288,2881,0,0.08,62302.08826
John Doe,657,141392,628499,19,445,1656,0,0.08,65065.6731
John Doe,736,88337,1362913,17,943,7978,0,0,0
John Doe,707,125873,631575,14,761,2138,0,0.067,71482.45544
John Doe,466,30334,774085,28,871,6558,0,0.085,72730.44796
John Doe,837,92811,1302348,20,645,7102,0,0,0
John Doe,667,268503,8114,3,949,6186,1,0.055,3593.271009
John Doe,778,128294,1713989,7,118,9337,0,0,0
John Doe,452,231997,743582,7,393,4147,0,0.059,142542.8287
John Doe,820,44735,841526,5,278,6927,0,0.059,216901.5325
John Doe,653,56914,896114,15,247,8520,0,0.067,97433.57164
John Doe,588,242259,92208,23,702,9206,1,0.08,8813.267056
John Doe,723,164647,1143574,1,296,9791,0,0,0
John Doe,635,96606,139135,28,460,3657,1,0.085,13062.97962
John Doe,771,246000,280897,13,448,6612,1,0.067,32554.55306
John Doe,738,209828,1642786,2,420,1591,0,0,0
John Doe,386,272910,1928364,3,608,6667,0,0,0
John Doe,437,239064,1128568,6,600,1315,0,0,0
John Doe,695,291920,1311569,6,986,57,0,0,0
John Doe,680,106364,1730705,23,562,8620,0,0,0
John Doe,488,167666,1519759,25,494,1007,0,0,0
John Doe,716,34089,364014,8,218,6392,0,0.059,60718.27969
John Doe,515,17930,903999,8,568,2027,0,0.059,146869.2855
John Doe,740,148912,1264539,15,652,7962,0,0,0
John Doe,763,286715,888619,5,704,8941,0,0.059,241077.0295
John Doe,587,188678,835549,3,31,2201,0,0.055,302761.8667
John Doe,396,181298,1448524,12,2,8395,0,0,0
John Doe,330,174009,1903652,7,204,7388,0,0,0
John Doe,541,41388,579628,17,744,629,0,0.067,57981.92811
John Doe,749,97091,356144,24,590,2668,1,0.08,33619.43251
John Doe,570,121973,1207188,2,760,4848,0,0,0
John Doe,706,217711,1689344,19,787,6990,0,0,0
John Doe,774,259851,1803242,9,606,6765,0,0,0
John Doe,818,158558,211464,4,173,6232,0,0.055,59014.88733
John Doe,343,31471,404336,17,843,5290,0,0.067,40901.09112
John Doe,668,282808,1944111,2,483,3033,0,0,0
John Doe,452,15903,337915,11,72,1218,0,0.063,45361.01724
John Doe,737,224954,54308,12,658,6753,1,0.063,6649.778301
John Doe,312,91243,602326,13,635,1355,0,0.067,71581.15056
John Doe,657,96118,1792974,7,609,2298,0,0,0
John Doe,540,250701,42356,30,28,9403,1,0.085,3927.685784
John Doe,699,96088,254107,22,820,4620,1,0.08,24616.99738
John Doe,649,131288,979463,5,707,653,0,0.059,252454.5002
John Doe,778,42222,108086,29,416,7662,1,0.085,10049.02076
John Doe,381,154107,1271689,15,611,7739,0,0,0
John Doe,786,259099,1077852,21,812,8825,0,0,0
John Doe,684,151841,590185,5,392,1029,0,0.059,154680.7988
John Doe,377,109121,62575,8,160,4183,1,0.059,10437.63798
John Doe,430,272313,423056,2,412,6164,0,0.055,350986.8433
John Doe,522,162858,1182396,29,602,1068,0,0,0
John Doe,462,233687,587909,30,182,1978,1,0.085,54345.60808
John Doe,502,196067,801884,28,137,5394,0,0.085,75746.6143
John Doe,516,148843,205313,11,818,7656,1,0.063,26629.46982
John Doe,318,228343,1939055,21,715,8627,0,0,0
John Doe,564,135995,728819,3,788,7810,0,0.055,345116.1558
John Doe,700,14159,598,15,90,8569,1,0.067,63.71612891
John Doe,443,287266,34133,16,439,2333,1,0.067,3601.611339
John Doe,803,121647,1089959,13,992,7492,0,0,0
John Doe,399,44534,250312,13,521,4720,0,0.067,29747.38092
John Doe,605,156308,270036,7,310,2810,1,0.059,51765.23275
John Doe,727,145672,197969,11,559,9767,1,0.063,25125.55542
John Doe,539,257561,1151618,20,783,3779,0,0,0
John Doe,383,287709,430659,22,692,8406,1,0.08,41838.81203
John Doe,812,24806,1516643,8,108,1985,0,0,0
John Doe,396,135393,121948,18,859,6214,1,0.08,13026.19021
John Doe,327,258649,834692,16,9,1930,0,0.067,85922.2911
John Doe,517,183085,786857,12,962,2430,0,0.063,98310.65754
John Doe,516,181955,423482,21,143,9263,1,0.08,41886.88508
John Doe,392,199477,175940,3,230,2514,0,0.055,63752.00356
John Doe,394,267247,1539954,13,502,8790,0,0,0
John Doe,488,12896,955543,0,962,143,0,0.055, Infinity
John Doe,385,132101,1236903,19,974,1888,0,0,0
John Doe,651,190063,29659,21,236,1627,1,0.08,2933.591332
John Doe,386,296025,1718964,15,405,9347,0,0,0
John Doe,365,153519,1827205,6,159,3486,0,0,0
John Doe,621,251911,987702,30,19,6773,1,0.085,91190.12938
John Doe,701,248099,551818,26,261,440,1,0.085,52875.47382
John Doe,563,6573,1553982,9,477,8261,0,0,0
John Doe,567,938,466849,15,503,3004,0,0.067,50241.68612
John Doe,628,159853,1160902,19,735,8830,0,0,0
John Doe,557,13725,681972,27,507,2581,0,0.085,64678.22888
John Doe,380,24857,1015160,30,713,8500,0,0,0
John Doe,636,142015,1754635,1,395,3078,0,0,0
John Doe,783,55574,650480,1,330,4464,0,0.055,1321909.094
John Doe,331,161209,1572851,26,576,6815,0,0,0
John Doe,481,37517,1894087,22,398,3603,0,0,0
John Doe,544,19629,1517929,5,416,5631,0,0,0
John Doe,717,65262,1595210,15,865,8039,0,0,0
John Doe,662,158415,1607615,10,888,5147,0,0,0
John Doe,380,63591,891241,16,710,682,0,0.067,92579.84167
John Doe,562,28802,1201564,26,40,6970,0,0,0
John Doe,689,100049,388988,7,805,3991,0,0.059,71446.25561
John Doe,805,97631,1640592,3,671,9623,0,0,0
John Doe,477,162630,250961,7,374,5183,1,0.059,45162.99022
John Doe,750,60452,836027,10,539,3138,0,0.063,112896.7627
John Doe,462,71166,793819,7,737,5814,0,0.059,153874.7033
John Doe,628,31931,1991723,14,165,8763,0,0,0
John Doe,534,22031,791027,5,962,7265,0,0.059,183072.1592
John Doe,753,179654,1213660,29,332,9639,0,0,0
John Doe,588,107768,655883,4,965,7527,0,0.055,202083.7632
John Doe,612,279296,1344059,19,552,7511,0,0,0
John Doe,340,264035,1464991,25,57,8252,0,0,0
John Doe,402,286151,1770870,19,695,531,0,0,0
John Doe,444,291253,234878,2,784,9713,0,0.055,223830.0778
John Doe,849,125380,750311,15,257,8791,0,0.067,81865.23795
John Doe,505,125980,1823872,24,559,2827,0,0,0
John Doe,399,256267,1699710,12,7,7008,0,0,0
John Doe,582,253374,604095,10,641,2711,1,0.063,83080.90339
John Doe,731,265054,1448578,19,859,8653,0,0,0
John Doe,620,196225,909897,18,705,6213,0,0.08,96977.70497
John Doe,702,107535,275119,22,632,5546,1,0.08,27044.52967
John Doe,305,184568,963459,3,803,8630,0,0.055,389265.5374
John Doe,530,172801,1119035,19,812,7371,0,0,0
John Doe,675,132594,218428,5,888,2787,0,0.059,52051.72176
John Doe,472,159988,284450,17,610,2220,1,0.067,28074.36741
John Doe,610,63681,30004,24,472,8743,1,0.08,2819.023025
John Doe,350,282531,1582499,17,806,1340,0,0,0
John Doe,464,250240,1405293,23,522,5569,0,0,0
John Doe,338,91486,1783870,10,133,9887,0,0,0
John Doe,453,50629,930064,28,812,323,0,0.085,87256.83112
John Doe,494,188558,1748416,20,353,8086,0,0,0
John Doe,313,241527,1395184,21,429,7256,0,0,0
John Doe,454,98336,181533,22,791,893,1,0.08,17661.29519
John Doe,668,79536,1214682,10,781,799,0,0,0
John Doe,753,51241,863984,4,284,5794,0,0.055,271937.4812
